candidate_id,yoe,career_years_from_history,days_since_active,days_since_signup,notice_period_days,profile_completeness,response_rate,interview_completion,offer_acceptance,offer_acceptance_missing,github_activity,github_activity_missing,connection_count,endorsements_received,views_received_30d,applications_30d,search_appearance_30d,saved_by_recruiters_30d,open_to_work,verified_email,verified_phone,linkedin_connected,willing_to_relocate,advanced_skill_count,expert_skill_count,weighted_skill_score,service_company_ratio,skills_count,career_count,title_career_match_ratio,days_active,profile_views,saved_by_recruiters,search_appearance,product_company_ratio,location,country,profile_similarity,skills_similarity,career_similarity,full_similarity,intent1_similarity,intent2_similarity,intent3_similarity,intent4_similarity,intent5_similarity,semantic_alignment_score,intent_weighted_full_similarity,skill_overlap,weighted_skill_overlap,assessment_score,skill_coverage_ratio,has_search_experience,search_experience_count,career_evidence_score,build_ownership_count,activity_recency_score,response_speed_score,notice_score,notice_period_days_clean,location_match,work_mode_match,profile_consistency_score,quality_score,consistency_score,honeypot_penalty,yoe_alignment_score,domain_alignment_score,skill_evidence_score,retrieval_score,final_score
CAND_0033861,8.0,7.92,124,679,30,69.6,0.16,0.83,0.82,0,32.6,0,188,192,90,11,990,4,0,1,1,1,0,19,9,217.5087172881376,0.0,23,3,0.6666666666666666,124,90,4,990,1.0,"vizag, andhra pradesh",india,0.588926,0.3353565,0.4471952,0.5924079,0.5635197,0.6738776,0.7158173,0.46021628,0.54860866,0.4909714,0.6045821,8,102.1934663738478,79.5,0.26666666666666666,1,6,1.0,6,0.2521382381530032,0.08392952857571463,0.6666666666666667,30,0,0,0.8788333333333334,0.6936156079172114,0.9065,0.0,0.99,0.7,1.0,0.9915643751828411,0.7836341875406075
CAND_0055905,8.1,8.0,34,583,30,56.7,0.87,0.67,0.93,0,0.0,1,916,209,196,9,392,13,1,1,1,1,0,13,6,145.00859095256766,0.0,13,3,0.3333333333333333,34,196,13,392,1.0,london,uk,0.5698965,0.3544383,0.51853526,0.58218,0.5852821,0.6432439,0.64466643,0.4667138,0.5709938,0.50626254,0.5924354,5,59.22440758550077,83.0,0.16666666666666666,1,7,1.0,5,0.6853827910309876,0.8547515436955204,0.6666666666666667,30,0,0,0.7611111111111111,0.6365216067147782,0.9056790123456789,0.0,0.9876543209876544,0.7,1.0,0.9996752179292335,0.7818747553331683
CAND_0064904,4.9,4.83,95,41,90,69.6,0.78,0.85,0.44,0,59.0,0,1102,119,92,20,942,39,1,1,1,0,0,13,6,175.02148512998238,0.0,16,2,0.5,95,92,39,942,1.0,"hyderabad, telangana",india,0.56813717,0.40173882,0.46217614,0.59101456,0.53002626,0.70297533,0.7138786,0.47513223,0.5330606,0.5057667,0.6021033,7,93.36990118510025,72.0,0.23333333333333334,1,2,0.6666666666666666,3,0.34799904079225524,0.5674136687970038,0.0,90,1,1,0.8185714285714285,0.7614867666821483,0.8450000000000001,0.0,0.9857142857142857,0.5,1.0,0.9999999999999999,0.7802445481992387
CAND_0011687,7.8,7.67,41,529,15,64.9,0.89,0.77,0.6,0,76.3,0,403,77,309,16,403,27,1,1,1,1,0,12,7,158.80267823272044,0.0,13,2,0.5,41,309,27,403,1.0,"indore, madhya pradesh",india,0.56434536,0.32650885,0.47691172,0.5848843,0.55370533,0.71204865,0.6779215,0.47993475,0.50081104,0.48816255,0.60177934,6,77.35778369313859,78.1,0.2,1,4,1.0,3,0.634095594745432,0.9010751057212906,0.8333333333333334,15,0,1,0.8175000000000001,0.7316300110842815,0.9041666666666667,0.0,0.9833333333333334,0.7,1.0,0.9878036228032324,0.7757748917988923
CAND_0044222,7.7,7.67,36,504,60,71.3,0.6,0.89,0.3,0,28.9,0,550,92,118,15,666,54,1,1,1,1,0,13,5,151.89938711823075,0.0,19,2,1.0,36,118,54,666,1.0,"vizag, andhra pradesh",india,0.57191354,0.3712925,0.4007492,0.60562927,0.53108215,0.69771564,0.73951805,0.4722904,0.58754015,0.48739612,0.61125475,6,53.38098928159951,52.4,0.2,1,6,1.0,4,0.6703200460356393,0.5205976618052622,0.33333333333333337,60,0,1,0.9982467532467532,0.7209172261355259,0.8636363636363636,0.0,0.996103896103896,0.55,1.0,0.9999999999999999,0.7757418595945131
CAND_0041610,6.7,6.58,37,244,30,53.9,0.52,0.8,0.8,0,52.1,0,728,11,44,16,717,18,1,1,1,1,1,17,7,188.99374015690927,0.0,17,4,0.25,37,44,18,717,1.0,"indore, madhya pradesh",india,0.562974,0.34385383,0.48020753,0.57303417,0.5500946,0.612931,0.64109683,0.5408856,0.5201627,0.49001738,0.5796296,6,75.27810264897782,64.3,0.2,1,10,1.0,9,0.6629132704784655,0.9355069850316178,0.6666666666666667,30,1,0,0.7294402985074626,0.6120219442609846,0.8437313432835821,0.0,0.982089552238806,0.5,1.0,0.9951762191077234,0.7733615234687002
CAND_0068811,8.0,7.92,30,479,30,71.4,0.42,0.77,0.73,0,23.1,0,997,77,35,6,478,4,1,1,0,1,1,14,8,178.82720416020365,0.0,19,4,0.25,30,35,4,478,1.0,"pune, maharashtra",india,0.54415333,0.3308105,0.48311606,0.59624135,0.54704225,0.7018271,0.6860708,0.49678642,0.54947996,0.48858032,0.6062496,5,64.14823842757146,52.6,0.16666666666666666,1,8,1.0,8,0.7165313105737893,0.6911181785466998,0.6666666666666667,30,1,1,0.7330000000000001,0.6848345015203265,0.8036428571428572,0.0,0.99,0.35714285714285715,1.0,0.9896320615481725,0.7715648205975787
CAND_0086022,5.3,5.25,66,338,90,80.1,0.55,0.68,0.53,0,75.2,0,221,35,68,6,723,53,1,1,1,1,1,16,8,177.06780464784052,0.0,19,2,0.5,66,68,53,723,1.0,"kolkata, west bengal",india,0.54192096,0.3839621,0.5537666,0.5568092,0.5631856,0.61353076,0.59379643,0.47793058,0.5356025,0.50911474,0.56634754,8,86.84774686620253,86.0,0.26666666666666666,1,6,1.0,3,0.4803053010897994,0.439454004176455,0.0,90,1,1,0.820754716981132,0.7363525990112588,0.9066981132075472,0.0,0.9905660377358491,0.7,1.0,0.9999999999999999,0.7711550077745171
CAND_0045250,6.6,6.5,52,64,15,89.8,0.74,0.65,0.68,0,0.0,1,113,179,59,17,1005,39,0,0,1,1,0,15,9,193.80281824110523,0.0,17,2,1.0,52,59,39,1005,1.0,"delhi, delhi",india,0.5725795,0.31830174,0.41332665,0.6034195,0.57437444,0.6990585,0.7154,0.49946368,0.52880096,0.47690684,0.6179566,9,121.47235439114039,70.03333333333333,0.3,1,1,0.3333333333333333,5,0.5611439686474896,0.6210219267543112,0.8333333333333334,15,1,1,0.9931818181818182,0.7058141731948518,0.9046969696969697,0.0,0.9848484848484849,0.7,1.0,0.9843151366437374,0.7704514553017338
CAND_0018499,7.2,7.17,38,466,15,98.0,0.61,0.8,0.75,0,94.8,0,1839,189,75,18,1291,16,1,1,1,1,1,14,9,177.21130336770366,0.0,17,3,0.6666666666666666,38,75,16,1291,1.0,"noida, uttar pradesh",india,0.5598937,0.29585296,0.48483452,0.5618957,0.56763864,0.60223806,0.6654894,0.43533233,0.5387803,0.47561923,0.57312685,7,86.29828351235179,72.4,0.23333333333333334,1,7,1.0,6,0.6555883369077856,0.43701936219846077,0.8333333333333334,15,1,0,0.8814583333333332,0.9379367117890189,0.9085416666666667,0.0,0.9958333333333333,0.7,1.0,0.9747731386026076,0.7620341127299286
CAND_0030348,4.5,4.42,82,567,45,87.3,0.54,0.93,0.5,1,0.0,1,1400,71,259,20,593,18,1,1,1,1,0,12,5,145.12824175208095,0.0,16,2,0.5,82,259,18,593,1.0,"noida, uttar pradesh",india,0.5533296,0.39188036,0.3912001,0.5921005,0.5545008,0.6763366,0.7034943,0.5014403,0.52473044,0.48212764,0.60382235,4,50.390117855004526,87.0,0.13333333333333333,1,7,1.0,2,0.40207722327556306,0.6510514115695545,0.5,45,1,1,0.817,0.717986448560852,0.9037777777777777,0.0,0.9822222222222222,0.7,1.0,0.9999999999999999,0.7588429601915024
CAND_0093912,5.3,5.17,40,137,30,87.8,0.66,0.96,0.5,1,81.5,0,581,52,292,0,773,56,1,1,1,1,0,8,5,110.92920545756328,0.0,13,3,0.3333333333333333,40,292,56,773,1.0,"chandigarh, chandigarh",india,0.5311667,0.36962122,0.43391114,0.5734321,0.5929362,0.61498564,0.6113541,0.5296272,0.5182574,0.47703278,0.58516794,5,58.662728602301115,75.4,0.16666666666666666,1,14,1.0,5,0.6411803884299546,0.5761490474135198,0.6666666666666667,30,0,1,0.7556289308176101,0.798230965945862,0.8564150943396226,0.0,0.9754716981132076,0.55,1.0,0.9999999999999999,0.7549362054926768
CAND_0024620,5.9,5.83,69,657,45,63.9,0.41,0.98,0.8,0,33.3,0,331,34,207,16,861,27,1,1,1,1,1,12,8,157.5272153596464,0.0,16,3,0.3333333333333333,69,207,27,861,1.0,new york,usa,0.57277113,0.32644472,0.49399763,0.5887896,0.56804633,0.6439003,0.657614,0.54354453,0.53084266,0.49550077,0.59752774,5,64.79935655970162,0.0,0.16666666666666666,1,5,1.0,6,0.46455902036091146,0.8429620554403707,0.5,45,1,0,0.7613276836158192,0.6268236864317835,0.8458474576271185,0.0,0.988135593220339,0.5,1.0,0.9877763619785135,0.7506698338782994
CAND_0069905,6.6,6.5,60,213,90,63.6,0.78,0.93,0.53,0,44.8,0,883,108,59,18,315,57,1,1,1,1,1,12,7,154.09192666195355,0.0,17,3,0.3333333333333333,60,59,57,315,1.0,"bhubaneswar, odisha",india,0.5725795,0.29218683,0.43667468,0.5719697,0.5180199,0.67060566,0.67934793,0.44274354,0.5491314,0.46835268,0.5802517,6,80.54462498026997,71.3,0.2,1,11,1.0,5,0.513417119032592,0.3845984194018215,0.0,90,1,1,0.7598484848484848,0.7041877885564145,0.8596969696969697,0.0,0.9848484848484849,0.55,1.0,0.9732148252416392,0.7464218146891192
CAND_0075249,6.2,6.17,72,689,45,70.1,0.82,0.63,0.43,0,36.8,0,526,143,172,18,850,9,1,0,1,1,0,10,8,134.13480105627613,0.0,14,2,0.5,72,172,9,850,1.0,"ahmedabad, gujarat",india,0.56906056,0.35653847,0.425435,0.5895091,0.5637109,0.6585539,0.67577815,0.5098785,0.53962415,0.4851358,0.5993515,5,52.512076330244156,72.06666666666668,0.16666666666666666,1,8,1.0,2,0.44932896411722156,0.7185244422822754,0.5,45,0,1,0.8228225806451612,0.7142211927667895,0.8483064516129032,0.0,0.9951612903225806,0.5,1.0,0.9999999999999999,0.7453335598034675
CAND_0041611,6.4,6.25,199,107,30,65.3,0.07,0.68,0.8,0,0.0,1,1772,185,46,11,1004,0,0,1,1,1,1,15,10,165.26920173509635,0.0,18,3,0.6666666666666666,199,46,0,1004,1.0,austin,usa,0.5573764,0.3521735,0.5169467,0.55570656,0.55245507,0.6303028,0.6332183,0.44489178,0.51766485,0.49555075,0.5684562,8,89.92214800053041,93.9,0.26666666666666666,1,7,1.0,4,0.10957882659742621,0.09237079290131035,0.6666666666666667,30,1,1,0.8727864583333333,0.6946461920885858,0.9017968749999999,0.0,0.9765625,0.7,1.0,0.9987125510548408,0.7409150952481268
CAND_0046064,8.9,8.83,55,342,30,75.3,0.78,0.8,0.5,1,67.3,0,1838,132,323,3,802,25,1,1,1,1,0,14,6,183.79007555031814,0.0,16,3,0.3333333333333333,55,323,25,802,1.0,"coimbatore, tamil nadu",india,0.5729435,0.2780867,0.55280113,0.5686833,0.56056714,0.623237,0.6302663,0.5009947,0.52835155,0.49312866,0.57801706,3,38.18243459613049,64.1,0.1,1,9,1.0,5,0.5427474811642219,0.5674136687970038,0.6666666666666667,30,0,1,0.76312734082397,0.80049602226642,0.8472471910112359,0.0,0.9921348314606742,0.5,1.0,0.9672214721223604,0.7380307596347664
CAND_0010257,6.5,6.42,38,60,120,85.1,0.72,0.92,0.74,0,45.5,0,737,145,269,16,890,35,1,1,1,0,1,9,5,135.7081849420615,0.0,15,3,0.6666666666666666,38,269,35,890,1.0,"noida, uttar pradesh",india,0.5479657,0.35384607,0.417525,0.5692293,0.5414423,0.6656718,0.64464056,0.48341858,0.51097333,0.4721415,0.5813889,6,81.61253386498274,71.325,0.2,1,4,1.0,6,0.6555883369077856,0.5264143352802071,0.0,120,1,1,0.8777948717948718,0.7906646421768517,0.9052540729463306,0.0,0.9876923076923076,0.7,0.9978088262701149,0.9994234860013455,0.7366213174776053
CAND_0014440,6.4,6.33,41,733,60,68.8,0.64,0.84,0.5,1,89.5,0,559,123,93,4,735,33,1,1,1,1,0,9,3,74.08190629751356,0.0,12,3,0.3333333333333333,41,93,33,735,1.0,"chennai, tamil nadu",india,0.566686,0.33704734,0.47397715,0.56608784,0.5933394,0.59607106,0.6165832,0.5208062,0.5036391,0.48594958,0.57882106,6,49.945762251157554,58.1,0.2,1,9,1.0,6,0.634095594745432,0.8164596567468825,0.33333333333333337,60,1,1,0.7617447916666666,0.7776390033458275,0.8461718749999999,0.0,0.9890625,0.5,1.0,0.9922830754107365,0.7365017984151463
CAND_0036437,4.8,4.67,37,325,30,93.9,0.87,0.9,0.51,0,35.2,0,555,32,241,20,962,15,0,1,1,1,1,7,5,97.46874823519812,0.0,12,3,0.3333333333333333,37,241,15,962,1.0,"kolkata, west bengal",india,0.5534573,0.389728,0.4893356,0.5724531,0.56560445,0.6204507,0.6299327,0.48962858,0.55664897,0.5012435,0.5798897,5,55.478602863330025,70.9,0.16666666666666666,1,9,1.0,6,0.6629132704784655,0.6150134686871545,0.6666666666666667,30,1,0,0.7544791666666666,0.7318700024284026,0.8945208333333333,0.04000000000000001,0.9729166666666667,0.7,1.0,0.9999999999999999,0.7355786877818629
CAND_0099806,4.6,4.5,46,669,30,90.1,0.76,0.85,0.38,0,86.9,0,223,70,129,1,401,9,1,1,1,1,1,13,5,144.65210369277995,0.0,18,2,0.5,46,129,9,401,1.0,"bhubaneswar, odisha",india,0.57735455,0.33918428,0.35168165,0.5889705,0.52211857,0.69830704,0.6819844,0.47150865,0.5709336,0.4642977,0.5954289,7,75.3269442093599,69.0,0.23333333333333334,1,2,0.6666666666666666,6,0.5998287320415084,0.6323366621862497,0.6666666666666667,30,1,1,0.8152173913043479,0.8029925106004424,0.8048913043478262,0.0,0.9782608695652175,0.375,1.0,0.9814395693319123,0.7332054760140141
CAND_0092278,6.8,6.67,225,480,90,65.4,0.07,0.78,0.65,0,0.0,1,1307,223,327,20,1417,1,0,1,1,1,0,14,10,181.34968922280777,0.0,17,3,1.0,225,327,1,1417,1.0,"pune, maharashtra",india,0.57674825,0.32907087,0.4778478,0.5750733,0.54409933,0.6542394,0.68793654,0.44418278,0.5449082,0.48968506,0.58549523,5,63.23946753071954,66.6,0.16666666666666666,1,7,1.0,8,0.0820849986238988,0.13089846490974433,0.0,90,1,1,0.9913970588235295,0.709313883074849,0.9033088235294119,0.0,0.9808823529411765,0.7,1.0,0.9888926243453401,0.7323492934492237
CAND_0054123,4.7,4.58,43,421,60,51.2,0.87,0.71,0.83,0,71.5,0,458,30,242,1,147,11,0,1,1,1,0,12,6,158.5670951777399,0.0,15,2,0.5,43,242,11,147,1.0,"gurgaon, haryana",india,0.5428251,0.29557103,0.44459087,0.5904722,0.5579879,0.68047726,0.6772355,0.49946237,0.53719807,0.4683648,0.60160196,5,65.80289258040474,92.0,0.16666666666666666,1,7,1.0,2,0.6201599950027585,0.3638145165597285,0.33333333333333337,60,1,1,0.8135106382978723,0.6597148312882952,0.9010638297872341,0.0,0.9744680851063829,0.7,1.0,0.9746533024493355,0.7311166413783559
CAND_0007411,8.0,7.92,200,603,15,58.9,0.12,0.8,0.65,0,89.5,0,1285,224,113,12,1490,3,0,1,1,1,1,12,6,143.92114883875684,0.0,14,2,1.0,200,113,3,1490,1.0,"kochi, kerala",india,0.5499902,0.36926255,0.50072145,0.56097287,0.55015516,0.6790576,0.6044166,0.44434357,0.52689135,0.49523675,0.575035,7,82.8730199011918,79.275,0.23333333333333334,1,4,1.0,3,0.10836802322189586,0.05041331259467938,0.8333333333333334,15,1,1,0.9955,0.8243172249361824,0.9065,0.0,0.99,0.7,1.0,0.9999999999999999,0.7306158478268203
CAND_0013536,14.1,4.67,53,71,90,54.2,0.87,0.78,0.59,0,51.8,0,290,58,287,2,1017,36,1,1,1,0,0,14,9,176.37255151479212,0.0,18,2,0.5,53,287,36,1017,1.0,"trivandrum, kerala",india,0.5541216,0.35212347,0.3825599,0.5847404,0.5496515,0.64788425,0.6810585,0.5254022,0.51970553,0.46838635,0.5938591,7,78.62949921741983,78.65,0.23333333333333334,1,3,1.0,6,0.5549435462438714,0.4639142473619741,0.0,90,0,1,0.5240425531914894,0.6011818732095027,0.6159219858156029,0.0,0.3312056737588652,0.5,1.0,0.9986912820377855,0.730385432622431
CAND_0087630,7.2,7.08,96,391,30,60.1,0.45,1.0,0.5,1,23.2,0,90,41,275,19,387,64,0,1,0,1,1,13,5,155.73229310669635,0.0,18,3,0.3333333333333333,96,275,64,387,1.0,"gurgaon, haryana",india,0.4989225,0.33849588,0.4546764,0.5929867,0.5019035,0.72755945,0.7195908,0.48366266,0.5322171,0.47127035,0.6021502,6,57.64953180734369,65.9,0.2,1,6,1.0,3,0.34415378686541237,0.9086154393563077,0.6666666666666667,30,1,1,0.7591666666666668,0.5677598284757849,0.8441666666666666,0.0,0.9833333333333333,0.5,1.0,0.9810582666594226,0.7299038628204979
CAND_0098846,7.6,7.5,58,278,45,90.0,0.62,0.8,0.5,1,86.2,0,1378,99,102,13,747,13,1,1,1,1,1,11,7,141.21950919998054,0.0,18,4,0.25,58,102,13,747,1.0,"indore, madhya pradesh",india,0.55369025,0.32653648,0.5034772,0.5788744,0.53450525,0.6692499,0.64868665,0.4980825,0.54384786,0.49064457,0.58649856,3,44.48596674987759,0.0,0.1,1,6,1.0,9,0.5249541022780896,0.8464817248906141,0.5,45,1,1,0.7315789473684211,0.8516248899315715,0.8425285016544564,0.0,0.986842105263158,0.5,0.9856688240617554,0.9878153657328396,0.7274256730506581
CAND_0009691,6.2,6.08,35,462,120,94.1,0.64,0.57,0.5,1,67.8,0,899,129,300,7,425,7,1,1,1,1,1,14,6,158.21252666711936,0.0,19,3,0.3333333333333333,35,300,7,425,1.0,"indore, madhya pradesh",india,0.54824615,0.31995708,0.4675127,0.58241904,0.5276162,0.6569452,0.6934189,0.519223,0.5148916,0.47953373,0.59057754,5,56.00841461302252,61.400000000000006,0.16666666666666666,1,6,1.0,3,0.6778095780054503,0.3673688521609281,0.0,120,1,0,0.7579569892473119,0.8355237243464348,0.9032258064516129,0.0,0.9806451612903225,0.7,1.0,0.9850187496772832,0.7252778237227041
CAND_0005260,5.2,5.08,41,232,60,94.8,0.86,0.73,0.93,0,0.0,1,869,153,331,6,1154,11,0,1,1,1,1,14,6,163.9227644505359,0.0,18,2,1.0,41,331,11,1154,1.0,"chennai, tamil nadu",india,0.5568827,0.3088545,0.4742903,0.5665129,0.5360296,0.64371294,0.6554545,0.4943904,0.5029768,0.4766351,0.5772843,5,66.5417450147518,80.9,0.16666666666666666,1,4,1.0,4,0.634095594745432,0.522045776761016,0.33333333333333337,60,1,1,0.9896153846153846,0.774595523464496,0.8419230769230769,0.0,0.9769230769230769,0.5,1.0,0.9802995234218792,0.7238613569205985
CAND_0099401,7.7,7.5,24,797,90,51.5,0.42,0.68,0.5,1,24.1,0,574,150,140,2,65,62,0,1,1,1,1,13,7,159.15405503400757,0.0,14,4,0.5,24,140,62,65,1.0,"ahmedabad, gujarat",india,0.55408037,0.3001411,0.48301882,0.5826889,0.5509456,0.6729928,0.6872261,0.5008789,0.5014014,0.4799823,0.5962491,6,75.48232770915972,0.0,0.2,1,7,1.0,7,0.7659283383646487,0.46262738481141324,0.0,90,1,1,0.8133116883116882,0.6418421072824455,0.8409090909090909,0.0,0.974025974025974,0.5,1.0,0.9765958388932737,0.7222621513938616
CAND_0006557,7.9,7.83,71,185,120,52.7,0.63,0.55,0.88,0,0.0,1,1131,43,191,21,482,53,1,1,1,1,1,15,8,197.53137316014008,0.0,18,2,0.5,71,191,53,482,1.0,"jaipur, rajasthan",india,0.5387145,0.34996396,0.3717859,0.5831391,0.5591214,0.6374406,0.64253825,0.52400887,0.5525866,0.4609009,0.5894642,5,67.91582734838028,70.4,0.16666666666666666,1,7,1.0,3,0.4543493475320107,0.6006624063091267,0.0,120,1,1,0.8210126582278481,0.5943598679174007,0.8468987341772153,0.0,0.9911392405063291,0.5,1.0,0.9977733700396622,0.7209688677593462
